CODCLAVECIC,FECHA,HORA,CANTIDAD,PRECIO
11420586,21/03/22,13:00:52,50000.0,70.0
12271204,21/03/22,13:00:57,20000.0,70.0
7508132,21/03/22,13:01:57,300000.0,150.0
13162471,21/03/22,13:02:03,30000.0,280.0
12271204,21/03/22,13:02:17,25000.0,80.0
54673,21/03/22,13:02:35,22000.0,300.0
70130,21/03/22,13:02:45,18000.0,580.0
2820317,21/03/22,13:03:05,10000.0,60.0
63443,21/03/22,13:04:36,300000.0,90.0
14785472,21/03/22,13:05:55,20000.0,120.0
6108366,21/03/22,13:06:01,26000.0,50.0
71160,21/03/22,13:06:21,30000.0,20.0
10333278,21/03/22,13:06:24,25000.0,60.0
10309027,21/03/22,13:06:47,7000.0,120.0
59736,21/03/22,13:06:54,5000.0,330.0
4540849,21/03/22,13:07:07,26000.0,30.0
5104094,21/03/22,13:08:33,12000.0,340.0
362712,21/03/22,13:08:55,55335.97,100.0
4540822,21/03/22,13:09:23,70000.0,110.0
5569359,21/03/22,13:10:15,15000.0,100.0
6851578,21/03/22,13:10:28,8000.0,350.0
19748997,21/03/22,13:10:44,209898.0,120.0
7642739,21/03/22,13:10:51,40000.0,70.0
4600277,21/03/22,13:11:01,10000.0,40.0
3264722,21/03/22,13:11:07,5000.0,670.0
16920256,21/03/22,13:11:39,85000.0,30.0
16264,21/03/22,13:11:51,10000.0,330.0
23453954,21/03/22,13:11:56,214813.0,120.0
66,21/03/22,13:13:45,30000.0,60.0
15681,21/03/22,13:14:07,550000.0,50.0
5632513,21/03/22,13:14:15,20000.0,620.0
4642550,21/03/22,13:15:00,46000.0,100.0
22026427,21/03/22,13:17:12,50000.0,185.0
5747193,21/03/22,13:17:25,30000.0,30.0
12030170,21/03/22,13:17:29,20000.0,25.0
169760,21/03/22,13:17:58,124000.0,40.0
7045795,21/03/22,13:18:55,6000.0,155.0
52479,21/03/22,13:19:16,700000.0,20.0
6916259,21/03/22,13:20:23,85000.0,80.0
23242475,21/03/22,13:22:13,304000.0,50.0
6120742,21/03/22,13:22:57,75000.0,80.0
12428476,21/03/22,13:23:43,292000.0,20.0
9205731,21/03/22,13:23:47,22900.0,40.0
3837460,21/03/22,13:24:37,96000.0,20.0
22960,21/03/22,13:24:54,45649.84,559.0
15021935,21/03/22,13:25:11,122000.0,20.0
18018988,21/03/22,13:26:39,75000.0,30.0
61212,21/03/22,13:26:57,35000.0,20.0
72266,21/03/22,13:27:31,95000.0,20.0
72266,21/03/22,13:28:31,27000.0,20.0
8075448,21/03/22,13:28:39,16000.0,80.0
9205731,21/03/22,13:28:52,5200.0,20.0
59555,21/03/22,13:29:06,10000.0,600.0
5545644,21/03/22,13:29:21,420000.0,140.0
13940,21/03/22,13:29:42,10000.0,200.0
4600277,21/03/22,13:30:01,10000.0,30.0
13909621,21/03/22,13:30:50,5000.0,190.0
13939385,21/03/22,13:31:26,30000.0,190.0
21034,21/03/22,13:31:39,10000.0,190.0
3175023,21/03/22,13:32:44,40000.0,120.0
62892,21/03/22,13:32:56,200000.0,120.0
9262741,21/03/22,13:34:05,10001.0,190.0
48560,21/03/22,13:36:05,10000.0,490.0
22340358,21/03/22,13:36:27,30000.0,300.0
61183,21/03/22,13:38:08,58000.0,640.0
434913,21/03/22,13:41:35,20000.0,140.0
8217356,21/03/22,13:42:41,30000.0,40.0
12272787,21/03/22,13:43:48,230000.0,210.0
224319,21/03/22,13:46:33,9700.0,320.0
5255889,21/03/22,13:47:29,10000.0,490.0
7115795,21/03/22,13:48:01,7850.0,590.0
5404754,21/03/22,13:49:22,90000.0,240.0
78046,21/03/22,13:51:56,5000.0,490.0
3436430,21/03/22,13:51:59,10000.0,690.0
3036024,21/03/22,13:54:02,10000.0,360.0
3583,21/03/22,13:58:08,55000.0,690.0
3583,21/03/22,13:58:36,65000.0,690.0
13755916,21/03/22,14:00:39,6163.13,269.0
3196970,21/03/22,14:02:58,4000.0,440.0
22710299,21/03/22,14:04:23,6000.0,790.0
5757066,21/03/22,14:08:01,10000.0,540.0
7411273,21/03/22,14:16:49,25500.0,550.0
119935,21/03/22,14:17:33,5500.0,140.0
2905457,21/03/22,14:19:59,8600.0,550.0
9037358,21/03/22,14:21:11,18000.0,120.0
23027531,21/03/22,14:22:52,19000.0,270.0
15168,21/03/22,14:25:39,10000.0,590.0
620792,21/03/22,14:26:49,40000.0,690.0
3036024,21/03/22,14:27:28,10000.0,360.0
5643151,21/03/22,14:27:36,70000.0,580.0
80010,21/03/22,14:29:56,18300.0,290.0
300962,21/03/22,14:36:03,70000.0,540.0
14654,21/03/22,14:39:17,170000.0,550.0
3241883,21/03/22,14:48:37,50000.0,370.0
9309217,21/03/22,14:52:02,150000.0,240.0
6675759,21/03/22,14:55:26,39000.0,490.0
12558243,21/03/22,14:58:04,119000.0,190.0
412209,21/03/22,14:58:57,670000.0,535.0
10110192,21/03/22,14:59:33,8100.0,240.0
8925145,21/03/22,15:12:14,15000.0,290.0
14482489,21/03/22,15:14:33,19000.0,140.0
25219699,21/03/22,15:16:36,30000.0,640.0
8925548,21/03/22,15:17:47,6000.0,690.0
19297053,21/03/22,15:18:11,10500.0,590.0
9570076,21/03/22,15:20:07,10500.0,240.0
19366848,21/03/22,15:23:49,10000.0,190.0
5092690,21/03/22,15:25:27,5000.0,290.0
22836521,21/03/22,15:29:30,40000.0,130.0
19650390,21/03/22,15:31:32,5000.0,640.0
17708418,21/03/22,15:35:40,14000.0,690.0
5766933,21/03/22,15:35:56,26000.0,290.0
2846921,21/03/22,15:38:34,20000.0,390.0
18157375,21/03/22,15:39:11,5000.0,620.0
19544193,21/03/22,15:40:07,3201.0,180.0
487534,21/03/22,15:46:36,500000.0,190.0
15954968,21/03/22,15:48:53,11500.0,340.0
26440138,21/03/22,15:50:06,11000.0,640.0
11736417,21/03/22,15:52:43,10000.0,190.0
12112863,21/03/22,15:54:02,150000.0,290.0
3980123,21/03/22,15:59:11,30000.0,690.0
23412603,21/03/22,15:59:57,30000.0,90.0
8080208,21/03/22,16:02:32,50000.0,120.0
8454546,21/03/22,16:15:43,10000.0,690.0
13006892,21/03/22,16:16:22,50000.0,320.0
71650,21/03/22,16:16:25,80000.0,640.0
11858454,21/03/22,16:18:57,5000.0,150.0
16199121,21/03/22,16:21:06,43126.69,689.0
666862,21/03/22,16:23:21,203000.0,640.0
8692665,21/03/22,16:30:41,7000.0,190.0
14081364,21/03/22,16:31:36,12000.0,270.0
8179295,21/03/22,16:33:22,60000.0,290.0
6678492,21/03/22,16:33:28,5000.0,290.0
9429200,21/03/22,16:34:53,12000.0,340.0
14111,21/03/22,16:35:32,350000.0,40.0
7264611,21/03/22,16:36:28,10000.0,190.0
77009,21/03/22,16:37:08,13000.0,220.0
113941,21/03/22,16:39:40,60000.0,90.0
7686350,21/03/22,16:42:14,100000.0,140.0
14874745,21/03/22,16:47:17,15000.0,590.0
12112863,21/03/22,16:47:59,50000.0,290.0
21691312,21/03/22,16:50:02,10000.0,490.0
3583213,21/03/22,16:52:51,40000.0,140.0
21817483,21/03/22,16:59:38,3144.0,540.0
21620782,21/03/22,17:00:48,20000.0,490.0
80844,21/03/22,17:01:10,220000.0,30.0
6225864,21/03/22,17:08:36,23000.0,290.0
22648461,21/03/22,17:08:36,234000.0,90.0
19290321,21/03/22,17:15:29,100000.0,340.0
12698538,21/03/22,17:18:37,36200.0,220.0
121495,21/03/22,17:23:37,11000.0,190.0
12333726,21/03/22,17:27:51,27118.64,489.0
22340358,21/03/22,17:34:45,5650.0,300.0
3056155,21/03/22,17:37:15,10000.0,320.0
9018778,21/03/22,17:39:54,16000.0,340.0
3980123,21/03/22,17:44:09,10000.0,540.0
2679372,21/03/22,17:59:57,40000.0,70.0
6142480,22/03/22,09:03:07,185000.0,40.0
36037,22/03/22,09:03:25,350000.0,370.0
63584,22/03/22,09:03:35,35000.0,420.0
8856540,22/03/22,09:03:37,7500.0,170.0
53278,22/03/22,09:04:22,10000.0,170.0
336155,22/03/22,09:05:34,50000.0,70.0
45970,22/03/22,09:05:42,200000.0,310.0
10059425,22/03/22,09:05:43,40000.0,640.0
21622257,22/03/22,09:06:51,100000.0,150.0
23630,22/03/22,09:06:56,100000.0,40.0
17962172,22/03/22,09:07:41,90000.0,420.0
4508977,22/03/22,09:08:02,10000.0,150.0
3639034,22/03/22,09:08:16,20000.0,420.0
12570797,22/03/22,09:08:36,50000.0,260.0
13246908,22/03/22,09:09:02,705939.84,200.0
498355,22/03/22,09:09:49,30000.0,70.0
4565101,22/03/22,09:09:56,25000.0,80.0
19455,22/03/22,09:09:57,90000.0,500.0
1041771,22/03/22,09:10:07,32000.0,120.0
4600277,22/03/22,09:10:10,5000.0,40.0
7774603,22/03/22,09:12:42,5000.0,100.0
25671031,22/03/22,09:12:46,20000.0,100.0
15232,22/03/22,09:13:11,10000.0,100.0
7052501,22/03/22,09:13:40,80000.0,290.0
6533655,22/03/22,09:13:42,15000.0,100.0
14376302,22/03/22,09:13:58,500000.0,470.0
5747193,22/03/22,09:15:42,30000.0,40.0
6072425,22/03/22,09:15:49,130000.0,50.0
190917,22/03/22,09:16:09,670000.0,20.0
9682425,22/03/22,09:16:34,50000.0,690.0
5522053,22/03/22,09:17:02,100000.0,20.0
8482328,22/03/22,09:17:09,12000.0,710.0
4859853,22/03/22,09:17:30,50000.0,50.0
8540857,22/03/22,09:18:14,5000.0,550.0
22156242,22/03/22,09:18:20,5000.0,710.0
8328689,22/03/22,09:18:56,2000000.0,400.0
6107730,22/03/22,09:19:13,5000.0,300.0
2945561,22/03/22,09:19:14,5000.0,380.0
13711968,22/03/22,09:20:58,54000.0,470.0
4591399,22/03/22,09:21:08,2100000.0,460.0
5516904,22/03/22,09:21:22,220000.0,50.0
14963718,22/03/22,09:21:49,26000.0,170.0
70319,22/03/22,09:22:38,100000.0,30.0
5451196,22/03/22,09:22:50,10001.0,139.0
5224738,22/03/22,09:23:17,900000.0,700.0
4882433,22/03/22,09:23:42,30000.0,20.0
24380387,22/03/22,09:23:59,254000.0,20.0
4315057,22/03/22,09:24:07,50000.0,520.0
7927866,22/03/22,09:24:26,35000.0,80.0
6925273,22/03/22,09:24:40,30000.0,70.0
8626167,22/03/22,09:25:01,100000.0,50.0
9404121,22/03/22,09:25:23,10000.0,50.0
15162,22/03/22,09:25:57,50000.0,550.0
13947,22/03/22,09:26:18,9000.0,200.0
2121296,22/03/22,09:26:27,1700000.0,70.0
7596466,22/03/22,09:27:12,100000.0,420.0
9527788,22/03/22,09:27:20,100000.0,30.0
17443896,22/03/22,09:27:43,22000.0,100.0
7465824,22/03/22,09:28:30,25000.0,20.0
8224020,22/03/22,09:28:37,40000.0,200.0
65120,22/03/22,09:29:23,50000.0,60.0
5802308,22/03/22,09:29:45,24000.0,420.0
6879611,22/03/22,09:30:09,5000.0,200.0
131961,22/03/22,09:30:17,6824.0,679.0
9032530,22/03/22,09:30:26,40000.0,80.0
386354,22/03/22,09:30:32,100000.0,410.0
22862466,22/03/22,09:30:36,20000.0,350.0
14467550,22/03/22,09:31:07,5000.0,200.0
466226,22/03/22,09:31:31,15000.0,200.0
58609,22/03/22,09:31:50,5000.0,650.0
18411671,22/03/22,09:32:11,30000.0,490.0
13722747,22/03/22,09:32:18,30000.0,40.0
7461942,22/03/22,09:32:19,45000.0,50.0
15915921,22/03/22,09:32:41,12000.0,140.0
70455,22/03/22,09:33:50,10000.0,100.0
47858,22/03/22,09:34:23,20000.0,140.0
6956538,22/03/22,09:34:33,30000.0,60.0
190917,22/03/22,09:34:45,260000.0,30.0
23083731,22/03/22,09:35:16,220000.0,20.0
54071,22/03/22,09:35:24,250000.0,30.0
8645000,22/03/22,09:36:15,520000.0,80.0
4329859,22/03/22,09:36:28,10000.0,250.0
14732743,22/03/22,09:37:07,5000.0,360.0
14968773,22/03/22,09:37:48,30000.0,130.0
8482328,22/03/22,09:38:03,3000.0,680.0
6220217,22/03/22,09:38:35,100000.0,140.0
16633075,22/03/22,09:38:38,200000.0,90.0
3869810,22/03/22,09:38:47,5000.0,410.0
1420,22/03/22,09:39:36,15000.0,40.0
14173542,22/03/22,09:39:39,363636.36,260.0
16052,22/03/22,09:42:08,1200000.0,320.0
7505084,22/03/22,09:42:09,25000.0,250.0
6255794,22/03/22,09:43:37,50000.0,50.0
50196,22/03/22,09:44:52,100000.0,50.0
5242002,22/03/22,09:44:59,10001.0,180.0
62019,22/03/22,09:45:04,10000.0,280.0
12007466,22/03/22,09:45:04,10000.0,100.0
48213,22/03/22,09:45:16,55000.0,40.0
751154,22/03/22,09:45:27,40000.0,60.0
3175423,22/03/22,09:45:36,150000.0,210.0
52963,22/03/22,09:45:59,10000.0,30.0
9382976,22/03/22,09:46:06,50000.0,210.0
68732,22/03/22,09:46:07,50000.0,90.0
3905,22/03/22,09:46:11,250000.0,20.0
3086708,22/03/22,09:46:29,33000.0,750.0
11377880,22/03/22,09:46:31,16500.0,650.0
4600277,22/03/22,09:46:51,25000.0,60.0
8685740,22/03/22,09:47:01,10000.0,70.0
22804074,22/03/22,09:47:16,85000.0,80.0
8135987,22/03/22,09:47:48,240000.0,30.0
3423603,22/03/22,09:47:58,100000.0,180.0
7130987,22/03/22,09:48:06,24000.0,30.0
45544,22/03/22,09:48:07,100000.0,50.0
14479721,22/03/22,09:48:19,25000.0,130.0
78003,22/03/22,09:48:26,15000.0,80.0
461053,22/03/22,09:49:52,19500.0,30.0
6767915,22/03/22,09:50:46,196118.08,49.0
23372078,22/03/22,09:51:12,68500.0,120.0
3748334,22/03/22,09:51:12,35000.0,20.0
21737551,22/03/22,09:51:36,6000.0,320.0
4497487,22/03/22,09:51:40,60000.0,100.0
9959,22/03/22,09:52:16,100000.0,30.0
63443,22/03/22,09:53:12,345193.84,20.0
8601015,22/03/22,09:53:28,25000.0,120.0
10775380,22/03/22,09:53:32,42000.0,270.0
2705162,22/03/22,09:53:50,150000.0,60.0
314608,22/03/22,09:53:51,150000.0,260.0
71843,22/03/22,09:53:56,10000.0,130.0
22494209,22/03/22,09:55:13,10000.0,550.0
22043567,22/03/22,09:55:28,16500.0,650.0
13693782,22/03/22,09:55:54,100000.0,100.0
450210,22/03/22,09:56:22,25000.0,330.0
25585,22/03/22,09:56:39,10000.0,150.0
7459918,22/03/22,09:56:50,50000.0,40.0
21492292,22/03/22,09:56:53,30000.0,280.0
8106193,22/03/22,09:57:11,60000.0,50.0
204617,22/03/22,09:57:20,30000.0,120.0
10648,22/03/22,09:57:31,350000.0,620.0
913782,22/03/22,09:57:53,7000.0,370.0
60689,22/03/22,09:58:02,130000.0,50.0
7379815,22/03/22,09:58:02,10000.0,220.0
8276430,22/03/22,09:58:03,65000.0,25.0
25090530,22/03/22,09:58:08,5000.0,100.0
70402,22/03/22,09:58:10,10000.0,200.0
5472714,22/03/22,09:58:44,17500.0,300.0
23042634,22/03/22,09:58:54,100000.0,150.0
20153,22/03/22,09:59:07,500000.0,30.0
24673898,22/03/22,09:59:20,36000.0,120.0
1238127,22/03/22,09:59:23,100000.0,100.0
54263,22/03/22,09:59:31,41920.0,50.0
12452947,22/03/22,10:00:17,10000.0,50.0
498355,22/03/22,10:00:50,20000.0,50.0
389877,22/03/22,10:00:52,20000.0,350.0
2756698,22/03/22,10:00:53,20000.0,350.0
35199,22/03/22,10:01:40,15000.0,120.0
122440,22/03/22,10:02:07,30000.0,400.0
336155,22/03/22,10:02:31,200000.0,70.0
13391744,22/03/22,10:02:54,650000.0,530.0
5149265,22/03/22,10:04:27,100000.0,530.0
3878440,22/03/22,10:04:31,34000.0,180.0
1955947,22/03/22,10:04:59,100000.0,40.0
8389902,22/03/22,10:05:06,35000.0,70.0
5747193,22/03/22,10:05:58,25000.0,40.0
22176844,22/03/22,10:06:05,5000.0,400.0
13995339,22/03/22,10:06:18,120000.0,30.0
17495648,22/03/22,10:06:43,25000.0,80.0
6909346,22/03/22,10:07:14,14000.0,630.0
3848657,22/03/22,10:07:17,15000.0,50.0
25613678,22/03/22,10:07:44,80000.0,370.0
10555624,22/03/22,10:08:10,35000.0,150.0
13228402,22/03/22,10:08:22,220000.0,180.0
7001221,22/03/22,10:08:41,70000.0,80.0
8663156,22/03/22,10:09:06,100000.0,60.0
290830,22/03/22,10:09:31,30000.0,100.0
71655,22/03/22,10:09:42,5700.0,150.0
13196672,22/03/22,10:09:51,20000.0,130.0
1312765,22/03/22,10:10:02,40000.0,120.0
359147,22/03/22,10:10:17,400000.0,50.0
11768401,22/03/22,10:10:51,18000.0,330.0
7401659,22/03/22,10:11:18,5000.0,330.0
1951687,22/03/22,10:11:45,200000.0,90.0
77184,22/03/22,10:12:13,10000.0,200.0
23294086,22/03/22,10:12:17,14000.0,180.0
9892328,22/03/22,10:13:00,40000.0,630.0
19285960,22/03/22,10:13:11,125912.0,40.0
77184,22/03/22,10:13:13,6000.0,200.0
22839518,22/03/22,10:13:45,160000.0,40.0
3987238,22/03/22,10:14:12,7000000.0,110.0
106378,22/03/22,10:14:38,33000.0,430.0
2945194,22/03/22,10:14:43,9000.0,240.0
5633661,22/03/22,10:15:08,60000.0,90.0
12714151,22/03/22,10:15:28,50000.0,220.0
8876365,22/03/22,10:15:38,5000.0,130.0
73597,22/03/22,10:15:48,60000.0,450.0
7926860,22/03/22,10:16:43,100000.0,20.0
18415303,22/03/22,10:17:20,150000.0,90.0
8869195,22/03/22,10:17:24,50000.0,160.0
13700,22/03/22,10:17:51,17000.0,70.0
3167625,22/03/22,10:17:59,30000.0,700.0
9617757,22/03/22,10:18:02,9000.0,550.0
7036101,22/03/22,10:19:00,100000.0,50.0
20171,22/03/22,10:19:23,150000.0,70.0
4503920,22/03/22,10:19:51,30000.0,100.0
19567753,22/03/22,10:20:19,150000.0,300.0
3987238,22/03/22,10:21:04,6000000.0,80.0
3987238,22/03/22,10:21:29,2000000.0,80.0
1184242,22/03/22,10:21:37,75000.0,280.0
4547877,22/03/22,10:21:42,130000.0,50.0
1073429,22/03/22,10:21:59,75000.0,40.0
2368907,22/03/22,10:22:41,10000.0,250.0
22575702,22/03/22,10:22:53,20000.0,400.0
12549193,22/03/22,10:23:15,20000.0,400.0
5201772,22/03/22,10:23:22,100000.0,100.0
3145036,22/03/22,10:23:51,30000.0,50.0
4621770,22/03/22,10:24:24,10000.0,50.0
5690393,22/03/22,10:24:55,1100000.0,80.0
12693277,22/03/22,10:25:32,10000.0,270.0
71556,22/03/22,10:25:36,24000.0,200.0
27377,22/03/22,10:25:57,50000.0,100.0
7623882,22/03/22,10:26:04,34230.0,250.0
9853688,22/03/22,10:26:33,27203.64,169.0
12711132,22/03/22,10:27:35,10000.0,110.0
12633194,22/03/22,10:27:40,10000.0,250.0
6754609,22/03/22,10:28:06,22000.0,100.0
21524020,22/03/22,10:28:31,10000.0,420.0
15936687,22/03/22,10:28:48,8500.0,680.0
7008296,22/03/22,10:30:36,707000.0,190.0
93939,22/03/22,10:30:39,100000.0,50.0
11057122,22/03/22,10:30:41,20000.0,30.0
3266283,22/03/22,10:30:44,15000.0,240.0
15975569,22/03/22,10:30:48,200000.0,140.0
4120817,22/03/22,10:30:57,10000.0,240.0
283264,22/03/22,10:31:16,50000.0,130.0
9209384,22/03/22,10:31:17,10000.0,30.0
3749942,22/03/22,10:31:40,50000.0,150.0
13249480,22/03/22,10:31:55,15100.0,150.0
3264722,22/03/22,10:31:58,5000.0,590.0
56586,22/03/22,10:32:22,35000.0,220.0
8320242,22/03/22,10:33:05,21000.0,180.0
8788905,22/03/22,10:33:31,100000.0,180.0
71614,22/03/22,10:33:43,60000.0,100.0
18345182,22/03/22,10:33:52,70000.0,130.0
9603164,22/03/22,10:34:02,500000.0,60.0
7704892,22/03/22,10:34:42,25000.0,290.0
22857637,22/03/22,10:35:12,50000.0,110.0
5019366,22/03/22,10:35:26,15000.0,240.0
11832908,22/03/22,10:35:31,15000.0,440.0
80844,22/03/22,10:35:53,250000.0,209.0
141236,22/03/22,10:36:15,60000.0,60.0
2275451,22/03/22,10:36:17,12200.0,200.0
26609,22/03/22,10:36:36,120000.0,50.0
24426091,22/03/22,10:36:44,1058761.25,29.0
22913514,22/03/22,10:37:01,51000.0,450.0
169015,22/03/22,10:37:21,5000.0,710.0
3175423,22/03/22,10:37:34,100000.0,160.0
11229471,22/03/22,10:37:37,190000.0,580.0
741622,22/03/22,10:38:50,15000.0,680.0
5953749,22/03/22,10:38:57,165000.0,580.0
28015,22/03/22,10:39:52,140000.0,30.0
3611781,22/03/22,10:39:56,120000.0,100.0
6907499,22/03/22,10:40:02,55000.0,50.0
17001542,22/03/22,10:40:06,78000.0,80.0
8665913,22/03/22,10:40:32,23000.0,100.0
1761442,22/03/22,10:40:42,48000.0,30.0
329507,22/03/22,10:41:03,1100000.0,500.0
35564,22/03/22,10:41:14,15000.0,430.0
7379815,22/03/22,10:41:40,15000.0,120.0
6785813,22/03/22,10:42:06,5000.0,200.0
7122714,22/03/22,10:42:28,20000.0,60.0
3052578,22/03/22,10:42:55,255000.0,150.0
3613013,22/03/22,10:43:31,40000.0,70.0
6106777,22/03/22,10:44:42,50000.0,70.0
11968648,22/03/22,10:45:32,60000.0,300.0
3454983,22/03/22,10:46:42,15000.0,180.0
121495,22/03/22,10:46:53,60000.0,40.0
99318,22/03/22,10:47:21,20000.0,30.0
10961173,22/03/22,10:47:22,43000.0,400.0
21511323,22/03/22,10:47:42,100000.0,200.0
13198531,22/03/22,10:47:43,10000.0,390.0
1700907,22/03/22,10:48:07,70000.0,30.0
2814662,22/03/22,10:48:28,56500.0,180.0
30946,22/03/22,10:48:52,50000.0,100.0
4579136,22/03/22,10:49:10,100000.0,40.0
7048662,22/03/22,10:49:13,90000.0,20.0
70953,22/03/22,10:49:18,26000.0,160.0
3734787,22/03/22,10:49:30,120000.0,250.0
3421047,22/03/22,10:49:58,250000.0,30.0
5283546,22/03/22,10:50:20,20000.0,30.0
11206042,22/03/22,10:50:40,10000.0,250.0
9051484,22/03/22,10:50:42,360000.0,850.0
66418,22/03/22,10:50:50,100000.0,150.0
2449981,22/03/22,10:50:55,30000.0,50.0
2918687,22/03/22,10:50:57,68000.0,120.0
65575,22/03/22,10:50:57,500000.0,30.0
3730657,22/03/22,10:51:45,600000.0,15.0
3238857,22/03/22,10:52:27,400000.0,25.0
96904,22/03/22,10:52:31,100000.0,25.0
3509711,22/03/22,10:52:54,200000.0,60.0
5162414,22/03/22,10:53:00,10100.0,380.0
5058274,22/03/22,10:53:55,14000.0,260.0
3080934,22/03/22,10:53:56,24000.0,190.0
25361010,22/03/22,10:54:03,130000.0,70.0
5243319,22/03/22,10:55:12,60000.0,150.0
17711325,22/03/22,10:55:32,30000.0,150.0
65489,22/03/22,10:55:36,180000.0,100.0
13007799,22/03/22,10:56:03,46500.0,250.0
65836,22/03/22,10:56:04,160000.0,20.0
16437283,22/03/22,10:56:15,120000.0,50.0
7605223,22/03/22,10:56:24,30000.0,650.0
22210366,22/03/22,10:57:16,600000.0,30.0
16636390,22/03/22,10:57:17,86284.0,100.0
22931293,22/03/22,10:57:47,3000.0,730.0
6120742,22/03/22,10:57:57,40000.0,100.0
4469455,22/03/22,10:58:05,10000.0,150.0
4469455,22/03/22,10:58:44,20000.0,140.0
6173579,22/03/22,10:58:45,10000.0,60.0
63864,22/03/22,10:58:52,30000.0,70.0
3246647,22/03/22,10:59:12,30000.0,180.0
2637615,22/03/22,10:59:13,5000.0,60.0
8657793,22/03/22,10:59:21,10000.0,140.0
9939157,22/03/22,10:59:50,10000.0,140.0
14220966,22/03/22,11:00:16,22000.0,70.0
43672,22/03/22,11:01:15,10000.0,190.0
5598001,22/03/22,11:01:16,10000.0,150.0
4325095,22/03/22,11:01:18,100000.0,50.0
25511818,22/03/22,11:01:49,10000.0,200.0
6879605,22/03/22,11:02:00,230000.0,450.0
11654577,22/03/22,11:02:13,55000.0,60.0
7131418,22/03/22,11:02:38,22400.0,140.0
21580574,22/03/22,11:02:52,30000.0,150.0
7643026,22/03/22,11:03:35,28793.0,539.0
7768504,22/03/22,11:04:20,135000.0,220.0
23064495,22/03/22,11:04:23,3000.0,140.0
23024564,22/03/22,11:04:27,10000.0,590.0
17707056,22/03/22,11:04:28,5500.0,190.0
10856677,22/03/22,11:04:35,160000.0,610.0
5726238,22/03/22,11:04:36,45000.0,190.0
13996875,22/03/22,11:04:47,30000.0,70.0
11410349,22/03/22,11:05:20,30000.0,620.0
663488,22/03/22,11:05:30,35000.0,30.0
23302887,22/03/22,11:05:45,110000.0,50.0
12594678,22/03/22,11:06:15,50000.0,290.0
8224020,22/03/22,11:06:17,8000.0,210.0
6678390,22/03/22,11:06:43,55000.0,280.0
78078,22/03/22,11:06:51,137235.11,279.0
1748063,22/03/22,11:07:12,70000.0,700.0
3957988,22/03/22,11:07:18,20000.0,150.0
4854628,22/03/22,11:07:23,30000.0,80.0
12594585,22/03/22,11:07:28,10000.0,90.0
228341,22/03/22,11:07:39,200000.0,80.0
6435639,22/03/22,11:07:52,50000.0,100.0
3032009,22/03/22,11:07:52,80000.0,20.0
17001542,22/03/22,11:08:07,5000.0,80.0
5009380,22/03/22,11:08:20,30000.0,80.0
77184,22/03/22,11:08:46,5000.0,250.0
37232,22/03/22,11:09:03,20000.0,80.0
71341,22/03/22,11:09:24,80000.0,280.0
66814,22/03/22,11:09:51,150000.0,50.0
8929484,22/03/22,11:09:54,9000.0,110.0
7000511,22/03/22,11:10:00,23500.0,180.0
21325095,22/03/22,11:10:26,20000.0,700.0
77690,22/03/22,11:10:42,5000.0,190.0
4898167,22/03/22,11:10:46,30000.0,210.0
5003756,22/03/22,11:11:04,6500.0,420.0
3750960,22/03/22,11:11:07,20000.0,210.0
6963378,22/03/22,11:12:33,5000.0,210.0
189069,22/03/22,11:12:55,7000.0,140.0
70536,22/03/22,11:13:22,152000.0,60.0
10774113,22/03/22,11:13:39,20000.0,60.0
5580335,22/03/22,11:15:50,10000.0,320.0
15570,22/03/22,11:16:04,25000.0,180.0
565289,22/03/22,11:16:13,12000.0,80.0
5083678,22/03/22,11:17:04,30000.0,120.0
72243,22/03/22,11:17:05,100000.0,250.0
71881,22/03/22,11:17:41,12000.0,70.0
11616267,22/03/22,11:17:50,235000.0,20.0
6851578,22/03/22,11:18:09,15000.0,420.0
1137149,22/03/22,11:19:05,30000.0,160.0
11683107,22/03/22,11:19:10,20000.0,300.0
5656119,22/03/22,11:19:28,40000.0,100.0
19741878,22/03/22,11:20:03,10000.0,100.0
6106428,22/03/22,11:20:17,120000.0,20.0
965613,22/03/22,11:20:51,250000.0,300.0
2702571,22/03/22,11:21:43,56000.0,20.0
365891,22/03/22,11:22:07,24000.0,620.0
6292206,22/03/22,11:22:36,100000.0,100.0
7131418,22/03/22,11:23:04,71000.0,150.0
4116741,22/03/22,11:23:10,25000.0,200.0
6067147,22/03/22,11:23:37,10001.0,219.0
25243724,22/03/22,11:23:42,18000.0,110.0
886484,22/03/22,11:23:43,100000.0,680.0
5417954,22/03/22,11:23:54,20000.0,70.0
6559996,22/03/22,11:24:15,10000.0,100.0
9692469,22/03/22,11:24:40,90000.0,450.0
9023029,22/03/22,11:24:49,5000.0,720.0
3813719,22/03/22,11:25:08,20000.0,120.0
6671397,22/03/22,11:25:09,1000000.0,80.0
9692469,22/03/22,11:25:10,60000.0,450.0
23446,22/03/22,11:25:33,20000.0,80.0
19741,22/03/22,11:25:50,50000.0,20.0
91810,22/03/22,11:26:22,20000.0,550.0
4581967,22/03/22,11:26:31,10000.0,250.0
2769465,22/03/22,11:26:55,30000.0,120.0
6767915,22/03/22,11:27:05,23318.69,39.0
8644951,22/03/22,11:27:15,5000.0,250.0
22834849,22/03/22,11:27:29,80000.0,120.0
6767915,22/03/22,11:27:46,7333.45,39.0
9194771,22/03/22,11:28:09,89000.0,220.0
